income_stability,average_eligible_emi,average_usable_salary,average_monthly_credit,employer_category,employment_tenure_years,average_month_end_balance,bounce_count,gambling_transaction_count,active_loans_count,has_credit_card,has_personal_loan,has_home_loan,credit_exposure_intensity,average_obligation_to_income_ratio,credit_score
FLUCTUATING,46975.17,95744,113116.12,Category A (MNC/Govt/PSU),0.3,145782.7,0,2,4,0,1,1,5,58.78,572
STABLE,109788.53,192385,529965.12,Unlisted,0.14,732699.51,0,0,5,1,1,1,6,67.76,658
UNSTABLE,85182.75,197647,426952.64,Category B (Private Ltd),7.11,374470.28,1,0,4,0,1,1,4,74.86,608
STABLE,110282.92,292844,466028.82,Category B (Private Ltd),0.17,570723.77,0,0,0,0,0,0,0,18.08,761
FLUCTUATING,89089.9,171980,438172.78,Category A (MNC/Govt/PSU),8.71,416846.76,0,0,4,1,0,1,4,43.31,726
FLUCTUATING,28616.31,59976,67332.77,Category A (MNC/Govt/PSU),6.42,70602.32,0,0,2,0,0,1,3,71.99,651
STABLE,80593.6,161538,401226.9,Category C (Partnership/Proprietorship),2.75,284535.72,0,0,5,1,1,1,5,41.53,734
UNSTABLE,71825.41,136479,243804.78,Category B (Private Ltd),5.41,8052.91,0,0,5,1,1,1,5,32.85,585
STABLE,37653.17,78368,124849.61,Category C (Partnership/Proprietorship),7.11,4407.96,0,0,0,0,0,0,0,80.34,573
STABLE,112821.96,208522,259414.09,Category A (MNC/Govt/PSU),9.5,72590.25,0,0,5,1,1,1,6,66.54,718
FLUCTUATING,17884.47,35675,66735.38,Category B (Private Ltd),1.87,93897.62,0,0,0,0,0,0,0,76.48,632
STABLE,176462.53,298544,559866.33,Category A (MNC/Govt/PSU),6.1,842749.56,2,0,0,0,0,0,0,71.07,658
STABLE,115288.97,247501,443795.87,Category A (MNC/Govt/PSU),10.02,9375.56,0,0,2,0,1,0,2,77.72,631
STABLE,176278.03,296479,668852.7,Category A (MNC/Govt/PSU),0.89,3493.0,0,0,3,1,0,0,3,89.47,556
FLUCTUATING,52784.77,164692,422849.95,Category A (MNC/Govt/PSU),2.83,295752.17,0,0,3,1,1,0,3,64.55,669
FLUCTUATING,45563.4,85277,219207.74,Category B (Private Ltd),23.21,402346.07,1,0,5,1,1,1,5,93.05,571
UNSTABLE,62667.25,105556,222827.75,Category A (MNC/Govt/PSU),4.36,284429.14,0,0,1,0,0,0,1,72.91,639
STABLE,43779.3,86361,111222.94,Category B (Private Ltd),0.94,45598.93,0,0,2,1,0,0,3,17.83,703
STABLE,150104.97,254629,382398.29,Category B (Private Ltd),6.13,433367.23,0,0,4,1,1,1,5,90.47,683
STABLE,56957.98,156510,450453.65,Category A (MNC/Govt/PSU),7.4,311934.3,0,0,4,1,1,1,5,89.58,680
STABLE,100347.19,274064,671854.69,Category B (Private Ltd),6.72,929617.87,0,0,1,1,0,0,1,85.65,690
UNSTABLE,151907.69,272043,716698.54,Category B (Private Ltd),2.88,353662.8,0,0,1,0,0,1,2,27.34,629
STABLE,41905.19,133030,375549.36,Category A (MNC/Govt/PSU),2.2,2253.94,1,0,1,0,0,0,1,28.3,601
STABLE,25992.1,44397,118850.04,Category C (Partnership/Proprietorship),8.66,124862.97,0,0,0,0,0,0,0,72.72,703
STABLE,39574.03,92409,130521.69,Category C (Partnership/Proprietorship),2.03,424456.21,1,0,2,0,0,1,2,44.96,706
STABLE,44471.16,80843,161594.13,Category B (Private Ltd),0.78,178911.23,0,0,1,0,0,0,1,27.09,758
STABLE,49353.13,111948,118286.78,Category A (MNC/Govt/PSU),1.65,28565.09,0,0,4,1,1,1,5,53.9,720
STABLE,83595.84,159524,389419.0,Category C (Partnership/Proprietorship),2.95,38003.27,1,0,1,0,0,0,1,31.66,681
STABLE,160970.46,286531,761093.29,Category A (MNC/Govt/PSU),8.29,926824.54,0,0,0,0,0,0,0,18.72,777
STABLE,31340.31,69500,96446.97,Category C (Partnership/Proprietorship),5.65,300383.76,0,0,5,1,1,1,5,23.63,700
STABLE,16871.23,33199,48443.86,Category A (MNC/Govt/PSU),0.9,2479.52,0,0,5,1,1,1,6,17.1,658
STABLE,65892.75,162185,196355.91,Category A (MNC/Govt/PSU),3.66,223440.83,0,0,2,1,1,0,3,28.66,737
STABLE,86146.13,184442,337814.78,Category B (Private Ltd),3.89,658513.51,0,0,2,0,1,0,2,83.99,657
STABLE,69214.48,206846,457393.55,Category A (MNC/Govt/PSU),2.06,14952.2,0,0,0,0,0,0,0,27.37,697
UNSTABLE,3113.02,10192,26351.58,Category A (MNC/Govt/PSU),3.21,32782.03,0,0,0,0,0,0,1,71.49,597
FLUCTUATING,65318.45,118117,232712.85,Category A (MNC/Govt/PSU),7.84,127628.08,1,0,2,0,1,1,2,16.43,657
STABLE,18933.11,33185,46689.49,Category A (MNC/Govt/PSU),10.49,92933.02,2,0,0,0,0,0,0,16.3,676
STABLE,4574.71,12382,35723.21,Category A (MNC/Govt/PSU),2.96,936.46,0,0,2,1,0,0,3,71.43,613
STABLE,115925.37,280170,746018.58,Category C (Partnership/Proprietorship),2.34,184291.26,0,0,3,1,0,0,4,46.22,712
FLUCTUATING,70174.37,173244,407980.41,Category C (Partnership/Proprietorship),0.07,627755.21,0,0,3,1,0,1,4,73.75,636
STABLE,138721.56,289518,668284.4,Category C (Partnership/Proprietorship),4.32,275357.16,0,0,5,1,1,1,6,27.19,708
STABLE,66058.69,181244,335247.33,Unlisted,3.54,3068.0,0,0,1,0,0,1,1,66.06,581
STABLE,82423.92,217352,625568.82,Category B (Private Ltd),1.96,242662.12,0,0,3,0,1,1,3,32.49,706
FLUCTUATING,48392.8,135814,159821.83,Category B (Private Ltd),2.3,47469.12,0,0,4,1,0,1,5,30.69,650
STABLE,58229.28,135829,190449.96,Category B (Private Ltd),6.66,461887.22,0,0,0,0,0,0,1,70.08,729
STABLE,33989.69,85403,213197.3,Category C (Partnership/Proprietorship),9.76,116078.32,0,0,0,0,0,0,0,11.91,740
FLUCTUATING,16691.57,35525,57747.88,Category B (Private Ltd),1.32,2799.08,0,0,2,0,0,1,3,57.89,603
STABLE,44384.83,106393,121145.1,Category B (Private Ltd),6.6,91975.72,0,0,2,0,1,0,3,41.58,741
STABLE,126685.06,211604,626820.95,Category B (Private Ltd),8.16,644791.13,0,0,1,0,0,0,1,67.59,746
STABLE,104480.38,232123,552863.12,Category B (Private Ltd),5.23,220468.46,0,0,3,1,1,1,4,48.69,719
STABLE,24501.48,69821,72494.43,Category C (Partnership/Proprietorship),4.7,294864.13,0,0,2,0,1,1,3,51.52,728
FLUCTUATING,59701.67,126545,196654.1,Unlisted,4.38,240895.92,0,0,1,0,0,0,2,87.83,587
FLUCTUATING,17677.29,35517,50521.64,Category C (Partnership/Proprietorship),10.86,2712.37,0,0,2,0,1,0,2,12.55,594
STABLE,36968.96,62446,120521.97,Category C (Partnership/Proprietorship),0.32,32576.79,2,0,1,0,0,0,2,36.01,598
STABLE,46951.32,127305,246744.39,Category A (MNC/Govt/PSU),0.53,2960.45,2,0,3,0,1,0,4,23.22,556
STABLE,108903.84,297623,309837.93,Category C (Partnership/Proprietorship),2.28,491643.24,2,0,3,1,0,1,3,76.03,611
FLUCTUATING,33447.35,87694,104984.26,Category C (Partnership/Proprietorship),6.13,83196.01,0,0,5,1,1,1,6,63.04,613
STABLE,58216.08,179302,344110.68,Category A (MNC/Govt/PSU),8.64,8548.16,0,0,1,0,0,0,1,94.3,596
FLUCTUATING,47198.19,150558,188605.96,Category B (Private Ltd),7.24,41546.66,0,0,0,0,0,0,0,57.56,671
FLUCTUATING,129364.8,239602,298655.54,Category B (Private Ltd),2.69,1086794.05,1,0,5,1,1,1,5,72.58,625
STABLE,108077.05,292933,616719.03,Category A (MNC/Govt/PSU),5.42,17979.93,0,0,3,1,1,1,3,25.54,677
UNSTABLE,106194.9,225286,289718.3,Category A (MNC/Govt/PSU),7.99,139155.25,0,0,4,1,1,1,5,94.02,561
STABLE,137292.25,244196,366132.32,Category A (MNC/Govt/PSU),0.0,977871.92,0,0,5,1,1,1,6,48.96,744
STABLE,11716.21,26279,74671.23,Category A (MNC/Govt/PSU),1.72,35295.43,1,0,0,0,0,0,1,74.65,645
STABLE,93351.58,217605,477386.5,Unlisted,7.34,907903.47,0,0,4,0,1,1,5,38.93,714
STABLE,82906.31,245998,554146.09,Category A (MNC/Govt/PSU),9.59,1225737.14,0,0,0,0,0,0,1,14.22,773
FLUCTUATING,106106.63,219912,343524.43,Category A (MNC/Govt/PSU),2.39,457867.6,0,0,0,0,0,0,0,30.14,720
FLUCTUATING,59642.03,186469,193612.81,Category C (Partnership/Proprietorship),3.72,247116.71,0,0,2,0,0,1,3,66.77,624
STABLE,9781.91,20234,47691.54,Category A (MNC/Govt/PSU),9.42,89986.76,0,0,2,0,0,1,3,91.89,652
STABLE,120933.27,236256,530484.28,Unlisted,1.87,136770.76,0,0,1,0,0,0,2,80.94,601
STABLE,142268.71,245889,276285.04,Category A (MNC/Govt/PSU),0.89,226775.29,2,0,1,0,0,0,1,30.97,666
STABLE,130741.92,248483,535675.23,Unlisted,8.5,116018.33,0,0,4,1,1,0,5,44.95,676
FLUCTUATING,129896.48,246371,391765.54,Category A (MNC/Govt/PSU),0.57,912217.49,1,0,3,1,0,1,3,79.91,631
FLUCTUATING,51138.62,114188,182687.57,Category B (Private Ltd),2.84,2339.99,0,0,3,1,1,0,3,11.29,584
UNSTABLE,145993.81,259819,531663.99,Category B (Private Ltd),2.65,1227583.47,0,0,4,1,0,1,5,59.03,669
STABLE,18372.94,30922,44199.65,Category A (MNC/Govt/PSU),4.52,10999.84,0,0,3,0,1,1,3,24.66,724
FLUCTUATING,71871.52,131724,390842.81,Category A (MNC/Govt/PSU),17.49,246072.32,0,0,3,0,1,1,3,48.92,712
UNSTABLE,77454.48,226896,539450.93,Category C (Partnership/Proprietorship),6.84,20563.49,0,0,0,0,0,0,0,57.37,587
STABLE,36133.88,88672,250568.0,Category B (Private Ltd),1.01,5487.25,0,0,4,1,0,1,5,89.27,588
STABLE,70516.79,139593,288000.5,Category A (MNC/Govt/PSU),3.23,135942.68,0,0,0,0,0,0,0,70.75,706
STABLE,13137.42,39227,87303.28,Unlisted,5.42,1644.39,0,0,3,1,0,0,4,37.17,604
STABLE,77559.39,179024,447570.17,Category B (Private Ltd),3.86,222238.6,0,0,3,1,0,1,4,13.56,723
STABLE,132385.46,258044,307448.62,Category A (MNC/Govt/PSU),17.32,439356.22,0,0,3,1,1,0,3,42.27,788
STABLE,20698.35,63218,103023.32,Category A (MNC/Govt/PSU),7.59,147344.62,1,0,5,1,1,1,6,90.17,640
STABLE,33007.59,62227,124513.4,Category B (Private Ltd),1.44,94401.23,1,0,2,1,0,0,2,33.12,684
FLUCTUATING,106800.82,181103,324230.62,Category C (Partnership/Proprietorship),2.12,736376.43,1,0,2,0,1,0,2,94.18,533
UNSTABLE,127063.75,250909,311321.65,Unlisted,1.0,318364.68,0,0,5,1,1,1,5,23.62,575
STABLE,39443.37,76253,181544.02,Category A (MNC/Govt/PSU),8.17,1858.0,0,0,2,0,0,0,2,80.56,580
UNSTABLE,53159.19,138447,215345.75,Category A (MNC/Govt/PSU),13.08,306801.26,0,0,2,1,1,0,3,90.47,614
FLUCTUATING,62173.29,166078,397828.66,Category A (MNC/Govt/PSU),4.18,2585.79,0,0,5,1,1,1,5,14.3,583
STABLE,20693.82,38202,55340.84,Category A (MNC/Govt/PSU),8.5,25126.69,0,0,3,0,0,1,3,17.1,735
STABLE,64215.87,114428,288149.6,Category C (Partnership/Proprietorship),3.31,326492.76,0,0,4,1,1,1,4,87.42,657
STABLE,6094.62,14926,27119.22,Category B (Private Ltd),0.29,675.73,0,0,1,0,0,1,2,32.09,586
STABLE,41097.28,105598,154171.76,Category B (Private Ltd),1.38,439827.34,0,0,1,0,0,0,1,23.29,768
STABLE,11349.04,36553,108910.13,Category A (MNC/Govt/PSU),2.94,27887.92,0,0,2,0,1,0,2,53.1,711
STABLE,132351.61,206627,496473.07,Category B (Private Ltd),15.24,869152.58,0,0,2,0,1,0,3,79.98,813
STABLE,120986.64,202458,321530.62,Category A (MNC/Govt/PSU),7.25,881643.74,0,0,1,1,0,0,1,91.92,683
STABLE,108010.2,225834,498257.61,Category B (Private Ltd),4.28,344267.88,0,0,3,1,0,1,4,29.83,754
STABLE,25132.68,68741,76982.12,Category A (MNC/Govt/PSU),4.66,28595.21,0,0,1,0,1,0,1,88.95,625
STABLE,18560.42,61033,70993.43,Category A (MNC/Govt/PSU),0.14,137123.58,0,0,2,0,1,0,3,66.43,698
STABLE,11872.78,24859,33107.27,Category A (MNC/Govt/PSU),2.25,105181.85,0,0,1,0,1,0,2,22.81,686
FLUCTUATING,46244.92,89267,229375.07,Unlisted,4.65,376719.95,0,0,4,1,0,1,4,16.94,647
STABLE,68204.77,201591,379945.22,Category A (MNC/Govt/PSU),5.77,850484.7,0,0,3,1,1,0,3,80.68,681
STABLE,38480.28,116244,209710.5,Category C (Partnership/Proprietorship),7.57,1162.76,0,0,2,0,1,1,3,11.1,639
FLUCTUATING,118783.25,254936,669083.67,Category A (MNC/Govt/PSU),5.49,327208.59,0,0,3,1,0,1,3,16.89,672
UNSTABLE,25503.77,60519,71127.96,Category A (MNC/Govt/PSU),11.1,105068.92,0,0,1,1,0,0,1,83.06,587
STABLE,58980.79,144066,356853.18,Category B (Private Ltd),0.64,206355.64,0,0,2,1,0,0,3,17.86,711
STABLE,130286.05,245707,396831.45,Category B (Private Ltd),7.96,315723.51,0,0,2,1,0,0,3,35.34,735
STABLE,65006.84,204999,248246.99,Category B (Private Ltd),3.93,668566.49,0,0,2,1,0,0,2,68.59,724
STABLE,3906.54,11466,31958.84,Category A (MNC/Govt/PSU),11.92,40842.72,0,0,2,0,1,0,2,55.03,725
STABLE,118461.67,215400,345939.94,Unlisted,4.95,742118.51,0,0,0,0,0,0,0,77.15,696
STABLE,82144.57,198728,223384.88,Category A (MNC/Govt/PSU),3.53,13757.78,3,0,5,1,1,1,6,44.06,564
STABLE,42613.35,142018,316410.27,Category B (Private Ltd),3.06,338832.09,0,0,0,0,0,0,1,26.8,753
STABLE,4754.23,10390,12700.92,Category C (Partnership/Proprietorship),1.76,735.67,0,0,1,0,0,0,2,28.27,596
STABLE,43512.45,107799,280926.76,Category B (Private Ltd),0.41,491400.56,0,0,2,0,0,1,2,83.94,659
STABLE,76932.25,146109,317531.07,Category C (Partnership/Proprietorship),0.42,471120.73,0,0,4,1,1,1,4,89.97,621
STABLE,5371.0,15209,37172.81,Category A (MNC/Govt/PSU),2.6,45430.76,1,0,0,0,0,0,1,78.82,643
STABLE,134703.99,226486,265501.45,Category C (Partnership/Proprietorship),1.64,11230.76,0,0,5,1,1,1,6,60.95,574
STABLE,87501.89,239797,452054.44,Category A (MNC/Govt/PSU),8.59,724762.99,0,0,5,1,1,1,6,80.2,680
STABLE,71356.54,234440,350440.79,Category C (Partnership/Proprietorship),0.9,63014.74,0,0,5,1,1,1,6,80.11,596
FLUCTUATING,68095.09,136202,158023.12,Category B (Private Ltd),0.89,3841.78,0,0,5,1,1,1,5,90.96,474
STABLE,57872.24,161542,314824.32,Category A (MNC/Govt/PSU),0.13,435865.7,3,0,5,1,1,1,5,19.65,616
STABLE,111521.22,241189,552598.82,Category A (MNC/Govt/PSU),14.59,391628.21,0,0,0,0,0,0,1,20.48,790
STABLE,107715.83,264371,787564.03,Category B (Private Ltd),14.88,11736.1,0,0,3,0,1,1,3,66.99,633
STABLE,40767.38,96126,221661.35,Category B (Private Ltd),0.11,38340.32,2,0,5,1,1,1,5,30.14,634
STABLE,48279.69,133246,289862.55,Category A (MNC/Govt/PSU),2.02,306178.96,0,0,2,1,0,1,2,37.62,771
FLUCTUATING,130825.6,252037,498967.97,Category B (Private Ltd),6.73,70581.43,0,0,3,1,1,1,4,72.18,620
FLUCTUATING,124421.36,211904,589151.63,Category B (Private Ltd),3.08,671593.57,0,0,3,1,1,1,4,75.36,651
STABLE,106299.26,204795,438994.19,Category B (Private Ltd),0.68,389317.44,0,0,2,0,1,1,2,60.07,709
STABLE,54868.83,147046,339941.92,Category A (MNC/Govt/PSU),1.89,78219.23,0,0,1,1,0,0,2,57.93,720
STABLE,19035.24,44924,62512.25,Category B (Private Ltd),0.7,77407.03,1,0,3,1,1,1,3,25.53,687
STABLE,63242.11,110485,164087.52,Category A (MNC/Govt/PSU),1.92,2383.57,0,0,2,1,0,0,3,70.73,624
STABLE,27533.85,73212,167228.87,Category A (MNC/Govt/PSU),3.41,4607.12,0,0,2,1,0,0,2,73.74,648
STABLE,46722.61,131897,202804.2,Category A (MNC/Govt/PSU),1.42,377837.71,0,0,0,0,0,0,1,25.07,758
FLUCTUATING,90906.84,249608,391028.11,Category B (Private Ltd),8.35,17084.19,0,0,3,0,0,1,3,11.71,632
STABLE,53120.04,106502,278549.13,Category C (Partnership/Proprietorship),8.47,8118.93,0,0,2,0,0,1,3,37.18,678
STABLE,40640.63,119028,323544.71,Category B (Private Ltd),5.62,456900.17,0,0,3,1,0,1,3,62.73,722
STABLE,76381.43,185309,513783.37,Category A (MNC/Govt/PSU),0.82,85508.43,0,0,1,0,0,1,1,63.72,709
STABLE,86149.76,250313,353732.83,Category A (MNC/Govt/PSU),5.05,58250.48,0,0,0,0,0,0,1,77.58,711
FLUCTUATING,84263.11,245702,568906.35,Category B (Private Ltd),0.13,1114403.76,0,0,1,0,0,1,2,61.0,663
FLUCTUATING,143852.08,257980,700276.87,Category C (Partnership/Proprietorship),0.79,1221823.08,0,0,0,0,0,0,1,64.89,652
STABLE,32502.32,82573,215085.49,Category C (Partnership/Proprietorship),0.74,146843.58,0,0,2,0,1,0,3,34.6,728
FLUCTUATING,143640.0,274860,647418.02,Category A (MNC/Govt/PSU),10.32,4075.39,0,0,5,1,1,1,5,42.59,598
FLUCTUATING,22390.26,48185,66417.8,Category C (Partnership/Proprietorship),3.58,116237.25,0,0,3,0,1,0,3,18.96,654
STABLE,12407.36,21516,27626.3,Category A (MNC/Govt/PSU),0.75,35936.99,0,0,2,0,1,1,2,83.31,619
STABLE,31109.93,63634,173527.96,Category A (MNC/Govt/PSU),18.99,316787.61,1,0,1,0,0,0,2,31.73,728
STABLE,57691.54,164721,317118.74,Category A (MNC/Govt/PSU),0.65,82858.54,0,0,4,1,0,1,5,83.88,660
STABLE,154201.68,287948,400658.13,Category C (Partnership/Proprietorship),5.23,690654.04,0,0,4,0,1,1,4,37.27,725
STABLE,50897.23,169379,296892.58,Category B (Private Ltd),3.26,119572.32,0,0,5,1,1,1,6,79.89,697
STABLE,72125.93,139553,204261.3,Category C (Partnership/Proprietorship),1.84,76812.38,0,0,1,0,1,0,1,73.7,677
UNSTABLE,102700.94,277727,694462.36,Category A (MNC/Govt/PSU),4.9,14080.27,0,0,4,1,0,1,5,84.58,531
FLUCTUATING,33676.04,108802,225212.89,Category A (MNC/Govt/PSU),8.25,315488.92,0,0,3,1,1,0,4,43.88,711
STABLE,45419.13,114186,332062.54,Category A (MNC/Govt/PSU),0.09,60463.04,3,0,0,0,0,0,1,55.69,601
STABLE,13556.73,42574,61640.73,Category A (MNC/Govt/PSU),2.89,173606.35,0,0,0,0,0,0,0,38.84,750
STABLE,95343.4,240693,319778.39,Category C (Partnership/Proprietorship),0.65,191221.18,0,0,4,1,1,1,4,79.81,669
STABLE,9658.35,16464,24595.94,Category C (Partnership/Proprietorship),0.92,4338.24,0,0,1,0,1,0,2,87.28,561
FLUCTUATING,6750.19,14011,28125.92,Category C (Partnership/Proprietorship),15.24,32760.16,0,0,1,1,0,0,1,48.01,631
FLUCTUATING,61878.58,124003,153322.87,Category B (Private Ltd),7.88,135487.57,2,0,3,1,0,0,3,39.95,597
STABLE,42049.71,100678,291519.13,Category A (MNC/Govt/PSU),7.21,9897.97,0,0,1,0,0,0,1,63.35,688
STABLE,105869.05,202150,536077.91,Category B (Private Ltd),12.89,585617.67,0,0,1,0,0,1,1,80.11,714
FLUCTUATING,73203.75,196493,363904.06,Unlisted,5.36,919231.94,0,0,5,1,1,1,5,70.58,619
STABLE,75823.41,227726,630201.63,Category A (MNC/Govt/PSU),5.76,16420.01,0,0,4,1,1,1,5,30.47,682
STABLE,47099.83,120957,142671.08,Unlisted,0.03,95748.09,0,0,4,1,1,1,5,92.1,577
FLUCTUATING,90661.33,209316,327524.25,Category A (MNC/Govt/PSU),10.46,344748.2,0,0,5,1,1,1,5,19.77,703
UNSTABLE,30716.64,64675,139564.16,Category A (MNC/Govt/PSU),1.88,80169.84,1,0,1,0,1,0,1,68.77,543
UNSTABLE,71987.59,131169,181101.62,Unlisted,4.03,297507.0,0,0,0,0,0,0,0,80.8,544
FLUCTUATING,142304.74,292229,725679.0,Category C (Partnership/Proprietorship),9.32,130353.01,0,0,1,0,0,1,2,73.66,649
STABLE,44458.72,89183,128267.64,Category A (MNC/Govt/PSU),4.54,29338.06,0,0,3,0,1,1,3,43.64,719
STABLE,8401.97,21549,63013.68,Category B (Private Ltd),4.82,73273.31,0,0,1,0,0,0,2,93.07,623
STABLE,129600.01,278591,363920.36,Category C (Partnership/Proprietorship),4.58,1085051.71,2,0,1,0,0,1,2,65.12,623
STABLE,5214.04,13089,34443.58,Category B (Private Ltd),2.5,56306.62,0,0,2,1,1,0,2,76.03,663
STABLE,120125.96,219087,543277.85,Category C (Partnership/Proprietorship),0.63,7839.51,0,0,0,0,0,0,0,69.87,585
STABLE,152771.1,296198,847224.15,Category B (Private Ltd),1.5,22317.82,0,0,2,0,1,0,2,57.98,662
STABLE,55359.89,133745,298838.28,Unlisted,6.5,516070.85,0,0,2,1,1,0,2,62.99,680
STABLE,39385.6,86411,120553.01,Category C (Partnership/Proprietorship),1.03,4256.79,0,0,4,0,1,1,5,57.44,615
STABLE,71615.16,172007,271041.64,Category C (Partnership/Proprietorship),9.05,295299.26,1,0,5,1,1,1,5,63.0,662
STABLE,73247.16,123783,252024.77,Category B (Private Ltd),1.35,279739.38,0,0,3,1,1,1,4,19.71,733
STABLE,91240.21,286393,616780.5,Category A (MNC/Govt/PSU),0.19,24364.82,0,0,0,0,0,0,0,31.33,689
STABLE,16382.31,33777,91927.41,Category A (MNC/Govt/PSU),5.3,106824.96,1,0,3,1,1,0,3,92.13,630
STABLE,58481.42,121776,292473.24,Category A (MNC/Govt/PSU),4.98,306106.29,0,0,0,0,0,0,1,88.59,699
STABLE,98297.11,171297,380403.7,Category B (Private Ltd),1.44,734835.42,0,0,3,1,0,1,4,11.36,761
STABLE,144084.16,283365,289344.64,Category A (MNC/Govt/PSU),9.52,104570.99,0,0,4,1,1,1,4,65.14,707
FLUCTUATING,99717.15,293816,475800.76,Category A (MNC/Govt/PSU),11.97,1012699.18,0,0,4,1,1,0,5,50.3,710
STABLE,136198.41,227508,432391.15,Category A (MNC/Govt/PSU),2.92,270467.71,2,0,3,0,1,1,4,58.06,653
STABLE,48255.37,116379,186627.55,Category A (MNC/Govt/PSU),3.52,377751.23,0,0,1,1,0,0,2,25.89,756
STABLE,4167.29,249202,23470.56,Category B (Private Ltd),12.03,868347.94,0,0,2,0,1,1,3,36.38,878
UNSTABLE,46779.87,116471,210847.11,Category A (MNC/Govt/PSU),4.96,498777.77,0,0,0,0,0,0,0,33.29,682
STABLE,86755.25,255160,378935.2,Category A (MNC/Govt/PSU),12.91,405288.68,0,0,0,0,0,0,1,91.09,718
STABLE,147558.24,293817,303607.26,Category A (MNC/Govt/PSU),7.94,10403.54,0,0,0,0,0,0,1,21.14,687
STABLE,51108.07,129975,263716.57,Category C (Partnership/Proprietorship),3.15,360491.62,0,0,5,1,1,1,6,50.41,711
STABLE,120695.13,201480,373486.83,Category A (MNC/Govt/PSU),0.15,885558.12,0,0,3,1,0,0,3,79.93,725
STABLE,126801.58,287648,781170.15,Category A (MNC/Govt/PSU),1.07,10587.56,0,0,0,0,0,0,1,16.4,664
UNSTABLE,14876.29,49236,94211.17,Category A (MNC/Govt/PSU),0.27,70052.68,0,0,4,1,1,0,5,20.6,606
STABLE,80056.46,247268,270540.06,Category A (MNC/Govt/PSU),1.05,1160172.91,0,0,1,0,0,0,1,19.51,771
FLUCTUATING,6276.99,13626,26624.75,Category A (MNC/Govt/PSU),10.92,24689.2,0,0,1,0,1,0,1,14.29,650
STABLE,19363.19,51115,99392.96,Category A (MNC/Govt/PSU),15.2,184177.94,0,0,2,0,0,1,2,48.04,779
STABLE,98123.88,259836,424289.91,Category A (MNC/Govt/PSU),1.81,1230218.34,0,0,0,0,0,0,0,63.14,738
UNSTABLE,39382.98,83606,185638.1,Unlisted,7.76,4855.22,0,0,4,1,1,0,4,83.71,484
STABLE,89516.27,212278,284096.7,Unlisted,9.6,657123.11,0,0,5,1,1,1,5,53.79,732
STABLE,50105.66,121825,309959.84,Category A (MNC/Govt/PSU),2.43,276868.52,0,0,4,1,1,0,4,59.0,755
STABLE,76616.57,206243,298797.84,Category B (Private Ltd),1.51,14096.04,0,0,5,1,1,1,6,58.55,671
STABLE,22290.79,39777,86165.4,Category C (Partnership/Proprietorship),2.33,2037.02,0,0,5,1,1,1,6,92.17,538
STABLE,72534.77,179357,500605.38,Unlisted,2.93,488792.89,0,0,3,0,1,0,3,14.39,696
FLUCTUATING,96452.83,237544,387497.55,Category B (Private Ltd),1.93,8991.58,2,0,1,0,1,0,1,59.01,505
FLUCTUATING,12960.5,43085,116324.89,Category A (MNC/Govt/PSU),3.43,2339.01,3,0,1,0,0,0,2,68.41,460
FLUCTUATING,7141.76,18177,52270.72,Category B (Private Ltd),0.63,972.82,0,0,1,1,0,0,2,17.61,564
STABLE,100256.85,189845,464137.38,Category A (MNC/Govt/PSU),3.56,16698.85,1,0,3,0,1,0,3,35.78,650
STABLE,126877.48,295291,349321.88,Category C (Partnership/Proprietorship),0.06,318249.8,0,0,1,0,0,0,1,76.11,656
STABLE,49265.19,87994,166165.04,Category A (MNC/Govt/PSU),9.91,433172.51,1,0,4,1,0,1,4,18.88,741
STABLE,115949.63,265095,475468.73,Category B (Private Ltd),4.21,8871.08,0,0,4,1,1,1,5,56.48,641
STABLE,26964.27,293034,166142.81,Category A (MNC/Govt/PSU),13.04,974955.65,0,0,3,0,1,1,3,35.33,838
STABLE,140055.86,286693,538208.21,Category A (MNC/Govt/PSU),3.46,422779.42,0,0,1,0,0,0,2,17.25,729
STABLE,91700.73,235758,360763.14,Category B (Private Ltd),34.79,163955.52,0,0,1,0,1,0,2,66.69,710
STABLE,41074.29,95366,119986.87,Category C (Partnership/Proprietorship),5.15,303577.62,0,0,4,1,1,0,4,42.73,737
FLUCTUATING,25545.04,46404,112330.3,Category A (MNC/Govt/PSU),6.66,151635.17,0,2,2,0,1,1,3,33.73,573
STABLE,72770.14,142965,350357.57,Category C (Partnership/Proprietorship),18.33,73388.0,0,0,0,0,0,0,0,20.91,742
UNSTABLE,94290.31,197877,282039.74,Category A (MNC/Govt/PSU),0.33,823201.87,1,0,5,1,1,1,5,90.48,537
STABLE,129501.61,223493,374677.51,Unlisted,19.83,921031.06,0,0,3,0,0,1,4,36.83,754
STABLE,5911.22,19472,24912.18,Category C (Partnership/Proprietorship),18.02,50064.46,1,0,1,0,0,0,2,58.68,650
FLUCTUATING,82917.37,204442,386865.29,Category B (Private Ltd),2.03,660150.8,0,0,1,0,1,0,2,47.23,695
STABLE,23308.69,71192,178926.36,Category B (Private Ltd),1.03,1892.45,0,0,4,1,1,1,5,54.66,608
STABLE,102996.35,171805,357822.62,Category A (MNC/Govt/PSU),26.27,397822.62,0,0,4,1,1,0,4,85.91,689
STABLE,30201.92,59434,95785.44,Category C (Partnership/Proprietorship),4.83,3337.53,0,0,5,1,1,1,5,37.4,644
FLUCTUATING,69501.69,139529,365341.28,Category B (Private Ltd),3.44,228786.36,0,0,4,1,1,1,5,91.08,598
